  2   2  0.9773229589895613E-02  0.1214362595984950E+01  0.3467918985910086E+00
  2   3  0.4474174956599229E-01  0.1262354048251019E+01  0.4535697492545353E+00
  2   4  0.2469948391616528E-03  0.6911871247535653E+00  0.1292536500719713E+00
  2   5  0.1085779972570646E-01  0.9430064041351296E+00  0.3115168146348422E+00
  2   6  0.2700284401653845E+00  0.3357921473558997E+01  0.1405624740623779E+01
  2   7  0.1940334423177211E-01  0.2831688700628287E+01  0.9260311270084933E+00
  2   8  0.6556774699621237E-01  0.2241015900974202E+01  0.9601718858701974E+00
  2   9  0.4903727927030028E-03  0.1841473756505625E+01  0.4805782722549162E+00
  2  10  0.1591179317430601E-01  0.1533405687886748E+01  0.6714941048863622E+00
  2  11  0.0000000000000000E+00  0.2357306236831487E+01  0.5191601410478210E+00
  2  12  0.0000000000000000E+00  0.3890553228661201E+00  0.1842072925862989E-01
  2  13  0.0000000000000000E+00  0.8530815297526999E+01  0.3314297284344302E+01
  2  14  0.0000000000000000E+00  0.8283958411570107E+00  0.1267305374648287E+00
  2  15  0.5022603352202369E-02  0.2426018105893680E+01  0.1048770475578565E+01
  2  16  0.4866210150565026E-06  0.3848182575291370E+01  0.1363242061736065E+01
  2  17  0.2774939506824280E+00  0.3784156997948989E+01  0.1611985109079609E+01
  2  18  0.0000000000000000E+00  0.1397575705381355E+01  0.2171015518056847E+00
  2  19  0.0000000000000000E+00  0.1384554879233876E+00  0.4480190888039762E-02
  2  20  0.2073376620512907E-01  0.3520742908615628E+01  0.1203569581669803E+01
  2  21  0.0000000000000000E+00  0.3596742056840249E+01  0.8705191698687317E+00
  2  22  0.0000000000000000E+00  0.3796382092414295E+00  0.1204542575618601E-01
  2  23  0.1212348463538960E+00  0.1712146327504224E+01  0.6763797392330197E+00
  2  24  0.9807346902960310E-02  0.1313199752722414E+01  0.3867461492491394E+00
